negatiivne,"Mida kauem inimesed välismaal töötavad, seda vähem tahavad nad tagasi tulla. Kui taasiseseisvumise ajal oli Eesti kogukond Soomes vaat et olematu (ca 1000 inimest), siis 2011. aastaks elas Soomes püsivalt ja ametlikult ligi 30 000 Eesti inimest."
neutraalne,"Anniste küsis inimeste käest, mida peaks Eesti riik tegema, et nad tuleksid tagasi. Vastused olid sellised:"
positiivne,"Kindlustada kõik inimesed elamispinna ja tööga, mille eest makstakse korralikku töötasu. Õige riigi loomine, kõikide ühiskonnakihtide inimeste eest hoolitsemine. Võiks olla lihtsam arendada ettevõtlust ja maksud võiksid olla tagasitulnutele ettevõtte alustamisel madalamad olla. Töötasud selliseks, et ka miinimumtöötasu saavad inimesed suudaksid toime tulla. Suhtlemist, klienditeenindust ja suhtumist töötajatesse tuleb oluliselt parandada. Sotsiaalse kindlustatuse tagamine, rahulikum elu – liikluskultuuri parandamine, julgeoleku tagamine. Kui inimene tahab, küll tuleb tagasi, riigil pole vaja samme astuda Inimestega peaks senisest rohkem arvestama, rohkem ausust ja väiksemat kihistumist."
neutraalne,Lugu ilmus ajakirjas Liidrite lood.
positiivne,"Toitlustuskohast kinnitati, et ettevalmistused avamiseks käivad ja tõenäoliselt taastub normaalne töö juba täna õhtul."
positiivne,"Harjumaa veterinaarkeskuse juhataja Valdimir Vahesaar ütles, et luba söögikoha avamiseks puhastatud ruumide, uue tooraine ja tervete töötajatega on ettevõttel tõepoolest olemas."
negatiivne,"Nakkus sai tema sõnul alguse ühest töötajast, kes salmonelloosi nakatanult nakatas toidu, mille kaudu nakkus edasi levis. Varem on amet teatanud, et nakkuse põhjustas kanavrapp."
negatiivne,"Vahesaare sõnul on haigestunuid tänaseks 80, mõned neist saavad veel ravi ja mõningad ootavad analüüside vastuseid."
negatiivne,Tallinna halduskohtus algas täna riigikogu keskerakondlasest liikme ja endise Tallinna abilinnapea Yana Toomi kaebuse arutamine kaitsepolitseiameti (kapo) tegevuse õigusvastasuse tuvastamiseks ja ettekirjutuse tegemiseks.
neutraalne,"Toomi kohtussepöördumine on seotud kaitsepolitsei aastaraamatus tema kohta avaldatud info ilmumisega. Tänasel istungil oli kohtus kohal Yana Toom isiklikult, samuti on tunnistajateks kutsutud endine haridusminister Tõnis Lukas ja haridusministeeriumi kõrge ametnik Irene Käosaar."
negatiivne,Toom nõuab kaebuses kapo aastaraamatus teda puudutava teabe avaldamise õigusvastasuse tuvastamist ning soovib kohustada kapot kustutama või katma kinni aastaraamatu digitaalses versioonis sisalduv väide Toomi kohta ning avaldama aastaraamat uuel kujul kapo veebilehel.
neutraalne,"Lisaks soovib Toom kohustada kapot kõrvaldama 2011. aasta aastaraamatu eksemplarid rahvusraamatukogust, Tartu ülikooli, Tallinna ülikooli ja sisekaitseakadeemia raamatukogudest ning maakondade keskraamatukogudest ning asendada sealsed aastaraamatud uue versiooniga, mille trükkimist Toom samuti nõuab."
neutraalne,"Viimaks tahab Toom kohustada kapot avaldama pressiteade, milles oleks ümber lükatud tema kohta esitatud valeväited."
neutraalne,"Kaitsepolitsei aastaraamat 2011. aasta kohta ilmus tänavu 12. aprillil. Aastaraamat kirjutas Yana Toomi kohta järgmist: [Eesti keelsele õppele]üleminekuvastase tegevuse võttis 2011. aasta riigikogu valimiste eel enda peale Tallinna abilinnapea haridus- ja kultuuriküsimustes Yana Toom. Koostöös Venemaa kaasmaalaspoliitikas osaleva Inimõiguste Teabekeskusega survestati Tallinna vene koole esitama linnavolikogule taotlusi jätkamaks vene õppekeelega ka pärast 2011. aasta 1. septembrit, mil venekeelsed gümnaasiumid pidid õpetama 60 protsenti õppeainetest eesti keeles, kirjutas kapo aastaraamatus."
negatiivne,"Pärast Yana Toomi riigikokku siirdumist Tallinna abilinnapeaks saanud Kõlvart jätkas eelkäija üleminekuvastast tegevust, kuid lisas senisele avalikule tegevusele ka varjatud vastutegevuse. Kõlvarti eesmärk oli sealjuures koondada venekeelseid noori ja näidata nende vastuseisu, kirjutas kapo aastaraamatus."
negatiivne,"Augusti algul Rakvere linnapea kohalt tagasi astunud reformierakondlane Andres Jaadla vaidlustas riigikohtus vabariigi valimiskomisjoni (VVK) otsuse, mis lõpetas tema volitused Rakvere linnavolikogus."
negatiivne,"Riigikogu valimiste osakonna andmetel taotleb Jaadla riigikohtule esitatud kaebuses VVK otsuse tühistamist, leides, et tema kohta jõustunud kohtuotsust ei ole ning tema volitused ei oleks pidanud lõppema."
positiivne,"VVK tunnistas eelmisel nädalal kehtetuks Rakvere linna valimiskomisjoni 30. augustist pärineva otsuse, mis taastas Jaadla volikogu liikme volitused. Nimelt asus VVK seisukohale, et volikogu liikme volituste ennetähtaegse lõppemise toob kaasa ka osaliselt jõustunud kohtuotsus."
negatiivne,"Viru maakohus on mõistnud Jaadla süüdi tahtlikus kuriteos, kuid otsus on ühes osas tühistatud ja teises osas jõustunud. VVK leidis pärast järelevalve läbiviimist, et Jaadla suhtes on sellegipoolest jõustunud süüdimõistev kohtuotsus tahtlikus kuriteos, mis seaduse kohaselt toob kaasa volikogu liikme volituste ennetähtaegse lõppemise."
neutraalne,"Jaadla astus Rakvere linnapea kohalt tagasi augusti alguses, kui riigikohus otsustas mitte menetleda tema määruskaebust Tartu ringkonnakohtu otsusele, mille järgi peab Viru maakohus hakkama Jaadla süüasja osaliselt uuesti arutama."
neutraalne,"Täna läheb Elite kliinikust koos ema ja isaga koju neli päeva vana Lukas, kelle sünd oli selles haiglas omaette sündmus."
neutraalne,"Nimelt tegi tartlastest abielupaari teine poeg oma emast Elite kliiniku 1000. sünnitaja. Arstide plaani järgi pidi Lukas keisrilõikega ilmale tulema tegelikult täna, 19. septembril. Millegipärast hakkas väikesel mehel aga kiire ning nii aitaski 15. septembri öösel kell 3.22 Elite sünnitusosakonnas valves olnud kliiniku juht Andrei Sõritsa koos kolleegist poja Deniss Sõritsaga ta ilmale."
positiivne,"Meie tuhandendal sünnitajal sündis terve täiskantud poiss, teatas ASi Kliinik Elite arendusjuht Kristina Sõritsa rõõmsalt. Kõik on hästi ka Lukase 31-aastase emaga, kellele tehti keisrilõige silmaarsti ettekirjutuse järgi."
positiivne,"Lukas kaalus sündides 3 kilo ja 160 grammi, oli 51 sentimeetrit pikk ja tema sünnihindeks panid arstid 9. Eile oli väikemees kaalus juba veidi juurde võtnud. Keskpäevalgi võttis ta parajasti väikest einet, mis venis õige pikaks lõunaks, sest sööja jäi ema rinna otsas ilmast ilma magusalt magama"
neutraalne,"Elite kliinik on Lõuna-Eesti ainus erasünnitusmaja. Esimene laps, ligi 3,6 kilo kaalunud 53 sentimeetri pikkune poiss, sündis seal 2002. aasta 28. augustil kell kolm öösel. Nüüd on meil sündinud juba üle tuhande lapse, sest igal aastal tuleb ilmale ka mitu paari kaksikuid, ütles Kristina Sõritsa"
neutraalne,Kümne aastaga on Elites ilmavalgust näinud 1014 tüdrukut ja poissi. Tänavu on seal sündinud 77 last ehk 39 tüdrukut ja 38 poissi. Statistika järgi on Elite keskmine sünnitaja üle 30-aastane kõrgharidusega eestlanna. Lukase mõlemad vanemad on kõrgharidusega: ema on õppinud õpetajaks ja isa inseneriks.
neutraalne,"Elite, Tähe või Gyne kliinikus arvel olnud rasedatele maksab seal normaalne sünnitus 400 eurot, plaaniline keisrilõige 720 ja erakorraline keisrilõige 600 eurot. Mujal arvel olnud rasedatel tuleb selles haiglas sünnitades rohkem maksta."
negatiivne,"Fontese eelmisel nädalal avaldatud palgauuringus prognoosisid ettevõtjad järgmise aasta palgatõusuks keskmiselt 3,7 protsenti. Toiduainetööstusi koondava Maag Grupi nõukogu esimees Roland Lepp aga ütles, et sellise palgatõusu jutuga ei ole mõtet üldse välja tullagi."
negatiivne,"Lepp rääkis, et masuaegsetest ja –järgsetest palgakärbetest on üle saadud ja palgad grupi ettevõtetes on samal tasemel, mis nad oli enne kärpeid. Nihutame neid nüüd ülespoole, sõnas ta. Üldiselt on palkadega lihtne – kui on surve palgatõusule, siis oledki fakti ees, et kas maksad juurde või inimene läheb ära, rääkis ta. Lepp lisas, et Maagis üritatakse häid töötajaid ka palgaga kinni hoida, vahel see õnnestub, vahel aga mitte. Olle (Olle Horm, Maag Lihatööstuse endine juht, kes augusti keskpaigast töötab Atria Balticu tegevjuhina – toim) osteti meilt üle, oli väga kahju, aga midagi polnud teha, lisas ta."
positiivne,"Saare maakonna püsielanike ja kohalike ettevõtjate seas tehtud arvamusuuringu tulemustest selgub, et toetus püsiühenduse rajamisele on veidi vähenenud ning kasvanud on paranenud parvlaevaühenduse toetajate osakaal, kirjutab ajaleht Saarte Hääl."
positiivne,Maakonna liiklusühenduse parandamise alternatiividest hindavad püsielanikud kõige kõrgemalt varasemast paremat parvlaevaühendust - seda toetas uuringu järgi 68 ja vastu oli 18 protsenti. Silda pooldas 59 ja tunnelit 27 protsenti. Võrreldes 2009. aasta uuringutulemustega on inimeste poolehoid silla või tunneli rajamisele vähenenud ning püsielanikele on enam hakanud meeldima idee paranenud parvlaevaühendusest.
positiivne,"Ettevõtjatest leidis 95 protsenti, et laevaühendus on muutunud paari aasta jooksul paremaks. Nagu püsielanikud on ka ettevõtjad mõnevõrra vähem rahul ühenduse sageduse ja ooteaja pikkusega. Märksa madalam on rahulolu piletihindadega."
positiivne,"Jätkuvalt on ettevõtjate hulgas tugev toetus püsiühenduse rajamisele üle Suure väina - seda pooldas 67, vastu oli 31 ja erapooletuks jäi kaks protsenti küsitletud ettevõtjatest. Saare liiklusühenduse parandamise alternatiive vaadeldes pooldas 70 protsenti paremat parvlaevaühendust, silda soovis 69 ja tunnelit 32 protsenti ettevõtjaid. Kolme aasta tagusega võrreldes on ka ettevõtjate poolehoid püsiühenduse rajamisele vähenenud ning kasvanud on paranenud parvlaevaühenduse toetajate osakaal."
neutraalne,Uuringus osales Saaremaa 500 püsielanikku ning 100 maakonnas tegutsevat ettevõtet.
positiivne,Möödunud nädala lõpul korraldasid mupo ja Põhja prefektuuri politseinikud ühise reidi piraattaksode tabamiseks. Vahele jäi viis piraati.
positiivne,Nelja tunni jooksul toimunud kontrolli käigus tabati viis taksoveo sõidukikaarti mitteomavat ja ebaseaduslikult taksoteenust pakkuvat juhti.
neutraalne,"Reidil osalenud mupo menetlusosakonna vaneminspektori Pavel Pantšenko sõnul pakutakse teenust valdavalt öötundidel ning tüüpilised kohad, kus piraattaksod oma teenust pakuvad, on ööklubid ning vanalinna toitlustus- ning lõbustuskohad."
negatiivne,"Enamus tabatutest on meile varasemast ajast tuttavad isikud, kes on korduvalt väärteomenetluse käigus karistada saanud, ütles Pantšenko. Juhtidel on oma nipid, millega klienti meelitada."
negatiivne,"Taksopiraadid töötavad tavaliselt kas ilma plafoonita või kinnitavad taksotunnust matkiva tunnuse autole ebaseaduslikult, toimib ka omavaheline mobiilside ja muud leidlikkusele viitavad võimalused. Seega on piraattaksojuht leidlik ning seaduslikes piirides teda tabada on keeruline."
negatiivne,"Lisaks sattus politseinike tähelepanu alla 5-6 arvatavat illegaalselt töötavat taksot, kuid väärteotunnuste puudumise tõttu ei olnud võimalik nende suhtes väärteomenetlust alustada."
negatiivne,"Üldiselt on piraattaksosid palju rohkem kui me igapäevaselt näeme. Meil on isegi suured taksopiraatide firmad, kes eetri kaudu töötavad, ütles mupo juhataja Monica Rand."
negatiivne,"Mupo teavitab, et taksopiraatide vastu ei aita üksi politsei poolne kontroll ja trahvimine, ka tavakodanik peab loobuma ebaseaduslikult pakutavast taksosõidust. Enne taksoteenuse kasutamist tuleb kontrollida, kas sõidukil on kõik taksotunnused - plafoon kirjega Takso, hinnakirjad parempoolse tagaukse aknaklaasil ja armatuurlaual paremal pool ning printeriga ühendatud taksomeeter esipaneelil. See on kindel tunnus, et tegemist on seadusliku teenuse pakkujaga."
positiivne,"Selleks, et parandada taksosõidu turvalisust ja kvaliteeti, vajab korrakaitse tavakodaniku abi. Ainult koostöös on võimalik lokkavale piraatlusele piiri panna. Seega kutsub mupo kõiki Tallinnas taksoga sõitjaid üles kasutama vaid ametlikku taksoteenust. Kahtluse korral on inimestel võimalus kontrollida taksot majandustegevuse registri kaudu aadressil http://mtr.mkm.ee/default.aspx?s=otsi_auto."
negatiivne,"Kahtluse korral palume helistada mupo infonumbril 14410 ja võimalikult täpselt kirjeldada kahtlusalust autot, ütelda sõiduki registrinumber ning asukoht, ütles Rand."
neutraalne,Ettevõtluse Arendamise Sihtasutuse (EAS) turismiarenduskeskuse ja muinsuskaitseameti koostöös läbiviidava pilootprojekti käigus tähistatakse valitud kultuurimälestised QR-koodi ehk ruutkoodi tähistega.
neutraalne,"Muinsuskaitseameti avalike ja välissuhete nõunik Carolin Pihlap rääkis Postimehele, et objektidelt leitav ruutkood viib nutitelefoni kasutaja EASi turismilehele puhkaeestis.ee. Pilootprojekti käigus tähistatavate objektide nimekiri on EASi valitud ja sisaldab objekte, mis on kajastatud nende lehel www.puhkaeestis.ee. Näiteks paigaldatakse ruutkoodi tähis Paldiski Püha Georgi kirikule."
positiivne,"Kultuurimälestiste riiklikul registril on nutitelefonide kasutajatele loodud eraldi m-rakendus, mille kaudu on mugav teha põhipäringuid ja saada lisainfot kaitsealuste mälestiste kohta, ütles Pihlap."
neutraalne,"Pihlapi sõnul otsustatakse iga valitud mälestise puhul eraldi, kuhu ja kuidas kood paigaldatakse. Võimalusi saab olema ilmselt kolm: seal, kus on olemas infotahvlid, lisatakse kood kleebisena infotahvlile. Eelistuselt järgmine variant on kleebisena hoone (kui koodi saav mälestis on hoone) aknale või ukseklaasile ja kolmas eelistus on eraldi kinnitatav plekktähis."
neutraalne,"Pihlap kinnitas, et kindlasti ei tähenda ruutkoodide võimalik paigaldus, et edaspidi tähistatakse mälestisi ainult ruutkoodidega ning loobutakse traditsioonilisest mälestiste tähistamisest seni kasutusel olnud mälestiste tähiste ja infotahvlitega. Küll aga annab ruuttähis nutitelefonide kasutajatele lisavõimaluse info saamiseks."
positiivne,USA inimõigusorganisatsioon Freedom House paigutas Eesti internetivabaduste uuringus käsitletud riikide hulgas esimesele positsioonile USA ja Saksamaa ees.
neutraalne,Uuringus Freedom on the Net 2012 kõrvutati internetivabaduse trende 47 maailma riigis jaanuarist 2011 kuni maini 2012.
negatiivne,"Iga riigi puhul vaadeldi kodanike takistusi internetile ligipääsemisel, piiranguid seal leiduvale sisule ja muude kasutajaõiguste rikkumisi, näiteks blogijate vahistamisi, makstud poliitkommentaatorite olemasolu või rünnakuid teisitimõtlejate vastu."
negatiivne,ACTA-protestid langetasid Eesti reitingut
positiivne,"Raporti kohaselt on ligipääs internetile Eestis jäänud võrreldes 2011. avaldatud raportiga samaks, veidi on kasvanud piirangud sisule, ent paranenud kasutajaõiguste kaitse."
neutraalne,"Enamik juhtumeid toetuvad maakohtu otsustele, mis kohustasid eemaldama internetikommentaare uudisväljaannetest ja foorumitest. "
negatiivne,Seoses litsentsinõudega online-hasartmänge pakkuvatele ettevõtetele on Maksu- ja tolliamet tänavu juuni seisuga blokeerinud 636 kodu- ja välismaist veebilehte Eesti kasutajatele.
negatiivne,"Autoriõiguste kaitse eest seisvad organisatsioonid on eemaldanud Youtube'ist sadu Eesti autorite muusikavideoid vaatamata sellele, et vähemalt osa neist olid üles laadinud autorid ise."
negatiivne,"Raport ei jäta mainimata ka kevadel toimunud proteste võltsimisvastase kaubanduslepingu ACTA vastu, mis koondas tuhandeid internetivabaduste eest võitlejaid."
positiivne,"Plusspunktid teenis Eesti tänu sellele, et internetikasutajate ja internetivabaduste eest seisvate asutuste seas tegeletakse järjest enam inimese õigusega jääda anonüümseks ja kasutada turvatud võrgulahendusi."
negatiivne,Internetivabadused vähenevad
neutraalne,"Uuringu esikolmikule järgnesid Austraalia (18p), Ungari (19p) ja Itaalia (23p). Suurbritannia (25p) oli tabelis alles 8., Venemaa (52p) aga 30. kohal."
negatiivne,"Kõige halvem olukord internetivabadusega valitseb Iraanis, Kuubal ja Hiinas. Internetivabaduste puudumine tuvastati veel 11 riigis, näiteks Valgevenes, Saudi Araabias, Usbekistanis ja Tais. 47 uuritud riigist kahekümnes oli internetivabadus võrreldes 2011. aastaga vähenenud, näiteks Bahreinis, Pakistanis ja Etioopias."
negatiivne,"Analüüsi ühe osana tuvastati ka riigid, kus on järgneva aasta jooksul alust karta internetivabaduste vähenemist: Aserbaidžaan, Liibüa, Malaisia, Pakistan, Venemaa, Ruanda ja Sri Lanka."
negatiivne,"Freedom House´i hinnangul näitavad tänavused uuringutulemused, et piirangute seadmine internetivabadusele on paljudes riikides eelmise perioodiga võrreldes laienenud, ent seda tehakse vähem silmatorkavalt."
positiivne,"Ilmselt koolilapsed on teinud Rakveres Tuleviku ja Võidu tänava ristmikule täiendava ülekäiguraja, et ohutult kooli ja koju saada."
negatiivne,"Linnakodanik Piret märkas isetehtud ülekäigurada laupäeval. ""Lapsed igal hommikul seisavad seal nõutult ega saa üle tee,"" rääkis sealkandis sageli autoga liiklev PIret, kelle hinnangul tegid lapsed nüüd ise endale ülekäiguraja. Naise ütlust mööda on see ristmiku osa lastele tõeliselt ohtlik. ""Iga päev tunnen hirmu, et võin kellelegi varba peale sõita,"" selgitas Piret."
negatiivne,"Rakvere abilinnapea Allar Aron arvas, et päris nii ikka teha ei saa, sest tegemist on liikluskorraldusvahendiga. ""Ma ei oska öelda, kas sellel teelõigul ülekäigurada ikka nii vaja on,"" sõnas Aron. ""Hea, et nad bussiradasid maha ei joonistanud,"" lisas ta."
neutraalne,"Täna tassiti paari tunni jooksul Von Krahli teatrisse akna kaudu tonn liiva, millest saab osa Jim Ashilevi uuslavastuse Õhtute kollane tolm lavakujundusest."
neutraalne,"Von Krahli pressiesindaja Katrin Maimik ütles Postimehele, et akna kaudu toodi liiv majja seeõttu, et nii sai seda kõige otsemini teha ja vastasel korral oleks kogu teater täis tolmutatud."
neutraalne,"Liiv toimetati akna kaudu proovisaali, mis on teatrietenduse jaoks niigi ebatavaline ruum, kuid Ashilevi tüki tarvis kujundatakse see tundmatuseni ümber ja liiv annab miljöö loomisel lisaväärtust, rääkis Maimik. Ruumi kujundamisel püüeldakse selle poole, et see ei meenutaks enam üldse teatrisaali"
neutraalne,"Liiv jääb teatrisse kogu oktoobrikuuks, mil Õhtute kollase tolmu etendused kestavad."
negatiivne,"Õppekeele valikuga seotud olukord on juba ammu väljunud haridusprobleemide piiridest, sest koolidele avaldatakse survet Kaitsepolitsei poolt, leidis Tallinna abilinnapea Mihhail Kõlvart."
negatiivne,"Kommenteerides telekanali PBK saates Tere hommikust, Tallinn! Kesklinna vene gümnaasiumi direktori Sergei Teplovi kaitsepolitseisse vestlusele kutsumist ja kooli hoolekogu kohta algatatud kriminaalmenetlust rõhutas Kõlvart, et sellega avaldatakse koolile survet, vahendas Raepress."
negatiivne,"Me teame, et suvel külastasid kooli KaPo töötajad koos oma advokaadiga, endise õiguskantsleri Allar Jõksiga, peale seda kui direktor oli keeldunud nendega vestlusest, rääkis Kõlvart ja avaldas imestust, et mingil põhjusel saatis politseiametnikke advokaat."
negatiivne,"Abilinnapea arvas, et kapo salajane eesmärk seisnes tagantjärele kohtuorganitele tõendusmaterjali kogumises, mis on seotud Yana Toomi, Mihhail Stalnuhhini ja tema kaebustega, seoses nende tegevuse justkui riigivastasena äramärkimisega kapo aastaraamatus."
negatiivne,"Aga teisest küljest – nimetagem asju õigete nimedega - koolile avaldatakse survet. Kooli hoolekogu vastu kriminaalasja algatamise aluseks oli haridusministeeriumi avaldus, mille kohaselt olevat neil infot, et protokolli allakirjutamise ajal ei olnud hoolekogu esimeest Eestis. Kuigi tegelikult oli õppekeele valiku avalduse ministeeriumisse viinud esimees isiklikult, rääkis Kõlvart."
negatiivne,"Ta lisas, et Teplov ei ole ainus koolidirektor, kellega kapo nn vestluse läbi viis. Lisaks direktoritele kutsuti vestlusele ka õpetajaid ja vilistlasi. Loodan väga, et õpilastega selliseid vestlusi ei tule, ütles abilinnapea, kelle hinnangul on kogu see olukord juba ammu väljunud õppekeele valiku piiridest."
negatiivne,"On aeg tunnistada, et probleem on palju sügavam ja haridusküsimusi lahendatakse meil politseiriigi meetoditega, rõhutas abilinnapea. Kõlvarti sõnul põhineb KaPo laadsete struktuuride töö igas riigis hirmutundel. Mida rohkem selliseid fakte maha vaikida, seda suurem on hirm. Kutsun kõiki, kellega on selliseid vestlusi läbi viidud, üles need juhtumid avalikustama, ütles Kõlvart."
negatiivne,"Ülemiste liiklussõlme hulka kuuluva Filtri tee ümberehitustööde käigus leiti 1941. aasta lahingutes langenud 70 punaarmeelase säilmed, mis maetakse ümber Maardusse."
negatiivne,"Vironia juht Aleksei Kozlov ütles Den Za Dnjomile, et säilmed maetakse küll kirstudes, kuid siiski ühishauda. Tema andmetel annab ministeerium säilmed Vironiale üle ajavahemikus 10.-12. oktoobrini ja kui mingeid tõrkeid ei teki, maetakse need orienteeruvalt 28. oktoobril Maardusse ümber."
negatiivne,"Kozlovi sõnul pole selles, et praktiliselt Kaitseväe kalmistu kõrvalt leitud säilmed maetakse Maardusse, midagi imelikku. Eestis olevat praegu vaid kaks kalmistut, kuhu võib punaarmeelaste säilmeid ümber matta. Üks on Ida-Virumaal Sinimäel ja teine Maardus, kus kohalik võim eraldas küllalt suure ala spetsiaalselt sõjas langenute matmiseks."
negatiivne,"Ühishauda maetakse langenud sõjamehed seetõttu, et nende isikud on tuvastamata. Langenute kaelas olnud niinimetatud surmamedaljonide järgi tehti kindlaks vaid kuus nime. Surmamedaljonideks või -kapsliteks nimetati osade punaarmeelaste kaelas olnud kapsleid, mille sees oli paberitükk kandja nime ja võib-olla ka muude andmetega."
neutraalne,Tartus tänavu esimesse klassi läinud lapsed said lisaks aabitsale ka mitu erinevat sooduskupongi. Nüüd uurib Lõunakeskuse sooduskupongide seaduslikust tarbijakaitseamet.
negatiivne,"Tarbijakaitseameti pressiesindaja Siiri Erala sõnul said nad mõne aja eest kaebuse kupongide kohta, mida jagati Tartus 1. septembril tänavustele kooliastujatele."
negatiivne,"Kuna koolides on üldjuhul reklaam keelatud, küsisime Lõunakeskuselt selgitusi ja vastamiseks on neil aega 27. septembrini, lisas ta."
neutraalne,"Merilen Meokas Lõunakeskusest ütles eelmisel nädalal, et nad koostavad vastust tarbijakaitseametile. Kui tarbijakaitseametile oleme vastuse edastanud, saadame tagasiside ka Teile, lisas ta."
positiivne,"Merilen Meokas Lõunakeskusest ütles eelmisel nädalal, et nad koostavad vastust tarbijakaitseametile. Kui tarbijakaitseametile oleme vastuse edastanud, saadame tagasiside ka Teile, lisas ta."
positiivne,"Ta lisas, et kingitusi tegi ka Selver, kes reklaamis sellisest võimalusest ajalehtedes, ning nendega võtsid ühendust koolid ise. Varasematel aastatel on haridusosakonnale teadaolevalt teinud kooliminejatele kingitusi Lõunakeskus, rääkis Parv. Ametniku sõnul on koolidelt saadud tagasiside kohaselt suhtuvad lapsevanemad positiivselt sellesse, et ettevõtted peavad kooliminejaid meeles."
positiivne,"Tarbijakaitseametist öeldi, et teiste kupongide kohta neile kaebusi laekunud ei ole."
negatiivne,"Reklaamiseaduse kohaselt on reklaam on keelatud koolieelse lasteasutuse, põhikooli, gümnaasiumi ja kutseõppeasutuse kasutuses olevates ruumides. Keelatud on reklaam, mis sisaldab  pöördumist lapse poole, millega teda otseselt või kaudselt kutsutakse üles nõudma teiselt isikult reklaamitava kauba omandamist või teenuse kasutamist. Samuti reklaam, millega otseselt õhutatakse  last iseseisvalt tehinguid tegema."
negatiivne,"Justiitsminister Kristen Michali vend Mihkel Michal astub järgmise nädala kolmapäeval Harju maakohtu ette, süüdistatuna suure koguse narkootilise aine ebaseaduslikus käitlemises."
negatiivne,"Süüdistuse järgi omandas, hoidis ja andis mees korduvalt edasi marihuaanat, mida oli kokku umbes 25-35 grammi. Sellest 15 grammi võttis politsei ära tema kahtlustatavana kinnipidamisel mullu 1. novembril, teatas Põhja ringkonnaprokuratuur."
negatiivne,Süüdimõistmisel võib kohus narkootilise aine suures koguses ebaseadusliku käitlemise eest määrata ühe- kuni kümneaastase vangistuse.
